objectid	provinsi	kabkot	jumlah_kec	jumlah_des	jumlah_kel	jumlah_pen	jumlah_kk	luas_wilay	kepadatan_	perpindaha	jumlah_men	perubahan_	wajib_ktp	islam	kristen	katholik	hindu	budha	konghucu	kepercayaa	pria	wanita	belum_kawi	kawin	cerai_hidu	cerai_mati	u0	u5	u10	u15	u20	u25	u30	u35	u40	u45	u50	u55	u60	u65	u70	u75	lahir_thn3	lahir_seb3	pertumbuha	pertumbuh2	pertumbuh3	pertumbuh4	pertumbuh5	pendidikan	pendidika2	pendidika3	pendidika4	pendidika5	pendidika6	tidak_belu	belum_tama	tamat_sd	sltp	slta	diploma_i_	diploma_ii	diploma_iv	strata_ii	strata_iii	a	b	ab	o	a_	a_2	b_	b_2	ab_	ab_2	o_	o_2	tidak_di_k	belum_tida	aparatur_p	tenaga_pen	wiraswasta	pertanian_	nelayan	agama_dan_	pelajar_ma	tenaga_kes	pensiunan	lainnya	generated_	f4_18_tahun_pendidikan_khusus	f5_6_tahun_paud	f7_12_tahun_sd	f12_15_tahun_smp	f16_18_tahun_sma
897	KALIMANTAN UTARA	TANA TIDUNG	5	32	0	27042	8747	3506.05	8	155	75	25744	18097	21277	3468	2244	4	49	0	0	14207	12835	14066	12036	321	619	2530	3016	2681	2095	2310	2239	2332	2389	2152	1704	1387	855	560	339	235	218	571	25413	2	2	2	2	0	1212	3491	1517	1077	1143	2322	7820	3932	4479	3040	4834	176	728	1955	76	2	2870	3440	915	7566	184	3	223	3	51	7	233	23	11524	8519	1984	102	4105	1510	877	45	4830	68	65	4937	30 Juni 2022	7691	1157	3268	1355	1344
898	KALIMANTAN UTARA	KOTA TARAKAN	4	0	20	242776	78603	250.98	967	1896	119	213999	166340	207725	23433	8425	100	3016	71	6	125589	117187	126701	103974	5069	7032	21147	24143	24382	20236	21501	20367	19004	19938	19530	15947	12961	8921	6438	4172	2202	1887	4546	228523	2	2	2	2	0	9318	29800	13959	11226	11541	21328	70741	26892	36140	34212	59213	806	3425	10547	758	42	16265	17247	5188	34984	1375	19	1154	32	398	89	1312	274	164439	80055	7157	1462	51784	5468	8784	114	38759	598	856	47739	30 Juni 2022	68571	9566	29886	13631	10988
899	SULAWESI UTARA	BOLAANG MONGONDOW	15	200	2	252628	84697	3269.3	77	961	697	229296	190764	154967	81799	2339	13497	21	0	5	131581	121047	112701	127132	2611	10184	13934	19770	21203	25117	21883	20915	16461	17430	19049	19481	16981	13052	9729	7440	4785	5398	3346	244091	1	1	1	1	0	7672	24433	13534	15121	14824	23483	47642	31881	70747	50710	44041	545	1530	5377	150	5	3103	2924	1111	10871	412	23	494	23	109	23	979	555	232001	66825	4576	698	22578	51398	3324	317	41916	227	713	60056	30 Juni 2022	66268	7656	24842	14813	15389
900	SULAWESI UTARA	MINAHASA	25	227	43	344440	122089	1128.47	305	2093	1.46	311907	272997	22525	293123	28037	210	75	21	449	175655	168785	151779	168254	2461	21946	16305	22527	24790	28253	28180	25687	22732	22135	24748	26155	24857	21838	17042	15497	9931	13763	3680	333983	1	1	1	1	0	8604	28518	15489	16857	16246	29788	47786	36371	52750	57856	122545	1296	3482	20758	1463	133	10334	10155	3198	58303	303	26	244	19	67	42	391	1470	259888	65092	10464	3769	71065	41808	1610	2159	69079	899	5287	73208	30 Juni 2022	74517	8590	28446	15773	17536
901	SULAWESI UTARA	KEPULAUAN SANGIHE	15	145	22	136609	49482	607.69	225	794	609	131860	107845	28992	105767	1204	2	3	0	641	69559	67050	63430	65052	828	7299	6259	9089	10398	11053	10387	11307	10727	10177	9786	10063	9607	8947	6907	5281	3294	3327	1398	132751	1	1	1	1	0	3388	11877	6264	6630	6475	10729	20022	23237	33209	21370	29776	660	2258	5767	303	7	2531	2745	687	10590	54	9	34	6	33	10	61	100	119749	29691	5388	806	16875	17704	7149	565	24057	251	1387	32736	30 Juni 2022	30639	3473	12054	6404	7153
902	SULAWESI UTARA	KEPULAUAN TALAUD	19	142	11	100058	32082	1011.87	99	539	575	92531	75413	3166	93706	2912	8	1	1	264	51504	48554	48757	47010	404	3887	5123	7565	9321	8918	7998	7797	7116	6942	7767	7415	6053	5499	4430	3397	2248	2469	1159	96834	1	1	1	1	0	2931	9333	6433	5214	5277	8572	13831	11339	22639	18669	25265	650	1310	6017	325	13	2190	2161	859	9849	157	9	101	13	57	7	160	94	84401	22083	4720	650	8333	17157	1222	335	22706	151	907	21794	30 Juni 2022	23937	2753	9164	5372	5383
903	SULAWESI UTARA	MINAHASA SELATAN	17	167	10	240350	83457	1456.69	165	1259	1.22	219577	187942	23412	209386	7367	58	41	64	22	124378	115972	105759	122736	1001	10854	12171	16146	18179	21337	21000	18586	15327	14634	16793	18532	17023	14361	11053	10168	6635	8405	2514	232633	1	1	1	1	0	6175	20818	11355	12673	12340	21940	35177	25189	42548	47355	77482	638	1553	9901	477	30	1851	1969	654	9467	67	5	36	17	22	11	105	211	225935	46622	4938	1654	34993	41474	2285	1192	49946	409	2222	54609	30 Juni 2022	55926	6145	21262	11992	13562
904	SULAWESI UTARA	MINAHASA UTARA	10	125	6	223755	76144	995.56	225	1182	1.24	206936	170691	43617	164242	15610	193	78	2	13	113753	110002	102012	110324	1664	9755	12332	17105	18003	19846	19143	18156	16173	15645	16222	16658	15006	12477	9492	8031	4821	4645	2920	215942	1	1	1	1	0	6581	21178	11091	11804	11610	20206	33415	23501	37631	35027	77039	861	2785	12346	1044	106	10883	9485	2567	52636	1829	26	430	28	163	104	523	475	144606	47744	7304	1640	46632	18235	6306	1008	42686	668	2493	49039	30 Juni 2022	54889	6528	20914	11900	12560
905	SULAWESI UTARA	MINAHASA TENGGARA	12	135	9	118848	39826	753.08	158	561	663	112991	89081	21159	96493	1176	7	13	0	0	61625	57223	54383	57907	584	5974	7064	9608	9808	11499	10691	9638	7486	7628	8056	8903	8099	6653	4508	4024	2551	2632	1587	114372	1	1	1	1	0	3725	11628	6259	6892	6848	11292	21719	11210	23934	24065	31144	380	1197	4934	250	15	581	700	165	3439	44	2	17	3	9	6	34	141	113707	27194	2491	849	14095	18792	2931	484	23611	238	676	27487	30 Juni 2022	31012	3684	11783	6761	7019
906	SULAWESI UTARA	BOLAANG MONGONDOW UTARA	6	106	1	85707	28309	1644.39	52	406	380	78426	63195	75965	9633	87	13	5	4	0	43966	41741	38727	42915	876	3189	5462	7101	7501	8724	7631	7323	5844	6146	6007	6145	5296	4244	3061	2310	1453	1459	1335	82226	2	2	1	1	0	2802	8791	4659	5241	5147	8401	16595	10634	23759	13983	16041	397	735	3468	90	5	1249	1326	480	4125	37	4	46	2	21	18	50	156	78193	20563	2509	147	8032	15457	1370	50	17144	48	329	20058	30 Juni 2022	23565	2904	8744	5103	5520
907	SULAWESI UTARA	KEP. SIAU TAGULANDANG BIARO	10	83	10	71863	26304	218.21	329	528	401	68133	57561	2383	68929	530	7	9	0	5	36180	35683	32129	35307	389	4038	2913	4664	5125	5751	5731	5690	5511	5304	4761	5414	5155	4888	3766	2923	1879	2388	682	70113	1	1	1	1	0	1753	5981	3154	3405	3397	5989	8725	6736	18051	14277	19331	419	1016	3179	122	7	1077	1343	326	5815	140	12	79	5	30	10	205	55	62766	15489	2851	239	9099	9251	3473	148	12870	143	560	17738	30 Juni 2022	15693	1829	6022	3306	3750
908	SULAWESI UTARA	KEPULAUAN SIAU TAGULANDANG BIARO	10	83	10	71863	26304	218.21	329	528	401	68133	57561	2383	68929	530	7	9	0	5	36180	35683	32129	35307	389	4038	2913	4664	5125	5751	5731	5690	5511	5304	4761	5414	5155	4888	3766	2923	1879	2388	682	70113	1	1	1	1	0	1753	5981	3154	3405	3397	5989	8725	6736	18051	14277	19331	419	1016	3179	122	7	1077	1343	326	5815	140	12	79	5	30	10	205	55	62766	15489	2851	239	9099	9251	3473	148	12870	143	560	17738	30 Juni 2022	15693	1829	6022	3306	3750
909	SULAWESI UTARA	BOLAANG MONGONDOW TIMUR	7	81	0	89272	31536	859.98	104	404	236	73784	68528	63959	23605	1695	10	2	0	1	46589	42683	40275	44745	1005	3247	4236	6658	7506	8327	8018	7711	6931	6274	6869	7026	5835	4777	3339	2513	1491	1761	1010	86768	1	1	1	1	0	2499	8513	4735	5019	4914	8343	16280	9307	27611	16106	16384	175	570	2743	91	5	1585	1275	602	6306	110	10	54	8	35	16	98	191	78982	25918	1915	167	8096	17029	976	147	13562	71	162	21229	30 Juni 2022	22497	2538	8748	4886	5184
910	SULAWESI UTARA	BOLAANG MONGONDOW SELATAN	7	81	0	72284	22597	1796.07	40	286	30	69149	51587	67566	4481	71	166	0	0	0	37488	34796	34700	34805	566	2213	5086	6594	6814	7829	6469	6334	5205	5109	5376	4962	3996	2971	2214	1522	867	936	1190	69041	2	2	2	1	0	2611	7925	4357	4751	4573	7279	13460	10994	21193	11857	11299	228	628	2547	76	2	685	742	256	2561	49	4	34	1	5	2	57	89	67799	16590	1719	161	4910	13341	1642	58	16761	63	165	16874	30 Juni 2022	21313	2492	8044	4737	4814
911	SULAWESI UTARA	KOTA MANADO	11	0	87	476910	161110	162.29	2939	3709	1.77	393280	367905	147595	300162	25034	812	3000	297	10	239577	237333	227327	224173	5368	20042	26729	34885	36050	40126	39959	40129	37394	36614	35652	34979	31660	26847	20621	15702	9407	10156	5944	459680	1	1	1	1	0	13333	42956	22338	23873	23478	40742	100623	49141	46134	61857	164562	2186	8038	39556	4281	532	21009	21508	5230	96790	648	78	238	61	207	135	338	1273	329395	129586	24332	4476	133435	4147	3006	1440	83591	2519	6801	83576	30 Juni 2022	110330	13521	42658	22784	24875
912	SULAWESI UTARA	KOTA BITUNG	8	0	69	227222	73400	329.72	689	1157	998	201013	170768	82999	135997	7518	263	340	41	64	116069	111153	112455	104036	2105	8626	13189	17953	19057	21821	20208	18817	17141	17387	18007	17711	14936	11138	7885	5645	3312	3015	3000	218715	1	1	1	1	0	6918	22207	12049	13042	12955	21416	43624	28436	37913	39243	65696	746	2405	8553	577	29	14502	14183	4056	66419	1544	56	147	26	66	78	214	339	125592	59030	6092	1176	49499	5538	10373	464	46566	488	1419	46577	30 Juni 2022	59270	7007	22628	12831	13620
913	SULAWESI UTARA	KOTA TOMOHON	5	0	44	101221	33469	169.06	599	459	69	87961	78508	3779	73784	23543	29	78	7	1	51316	49905	46469	47879	749	6124	5976	6966	7480	8207	8548	7651	7048	6754	7169	7876	7470	6008	4620	4080	2568	2800	1294	97220	1	1	1	1	0	2616	8785	4607	4804	4685	8798	14147	10320	13957	16963	34145	674	1585	8525	804	101	4566	3435	900	22419	933	17	151	19	69	15	322	150	68225	19052	4686	1261	25861	7860	8	355	21077	724	1789	18547	30 Juni 2022	22636	2683	8784	4724	5187
914	SULAWESI UTARA	MINAHASA	5	0	44	101221	33469	169.06	599	459	69	87961	78508	3779	73784	23543	29	78	7	1	51316	49905	46469	47879	749	6124	5976	6966	7480	8207	8548	7651	7048	6754	7169	7876	7470	6008	4620	4080	2568	2800	1294	97220	1	1	1	1	0	2616	8785	4607	4804	4685	8798	14147	10320	13957	16963	34145	674	1585	8525	804	101	4566	3435	900	22419	933	17	151	19	69	15	322	150	68225	19052	4686	1261	25861	7860	8	355	21077	724	1789	18547	30 Juni 2022	22636	2683	8784	4724	5187
915	SULAWESI UTARA	KOTA KOTAMOBAGU	4	15	18	123146	41389	108.89	1131	815	590	116751	93867	105077	16026	1381	501	160	0	1	63287	59859	56793	58491	2143	5719	6749	9301	9962	11779	10370	10106	9020	9335	9800	9354	8345	6927	4894	3417	1904	1883	1516	118917	1	1	1	1	0	3557	11529	6364	6990	6736	11227	19508	13186	23022	21755	34217	432	1929	8620	459	18	13341	15614	4231	49307	1114	22	1145	17	302	28	1466	125	36434	26342	7353	617	24695	10541	22	114	26543	274	1383	25262	30 Juni 2022	31193	3683	11792	6638	7384
916	SULAWESI TENGAH	BANGGAI	23	291	46	370362	119241	8252.88	45	1384	140	350740	272974	286437	52847	5135	25524	406	7	6	188830	181532	172236	176944	6392	14790	23294	31007	32728	36457	33662	27571	27170	29223	29039	25837	22137	17062	12771	9089	6242	7073	5647	355772	2	2	1	1	0	12272	38127	20220	21958	21819	37013	68187	38549	110138	55781	75588	1876	3109	16230	881	23	7146	3666	1341	12471	131	23	78	23	56	69	210	628	344520	100445	10752	1069	47552	80523	5096	256	64124	628	1326	58590	30 Juni 2022	99614	12082	37231	22047	22405
917	SULAWESI TENGAH	POSO	19	142	28	249399	82127	7438.55	34	1453	150	227247	189482	97280	135761	2104	14231	20	1	2	128486	120913	118849	118288	2520	9742	13162	18764	21213	24223	22227	18877	18103	19367	20260	17952	15401	12137	9538	7068	4640	6467	2960	241385	1	1	1	1	0	7179	23986	13370	14661	14268	24102	45631	23698	57631	42323	64152	1503	2399	11403	622	37	3234	2696	1082	6236	142	12	123	21	43	27	305	602	234876	60221	9245	2129	25021	60173	1454	711	50436	490	1662	37856	30 Juni 2022	65285	7557	24959	14250	14979
918	SULAWESI TENGAH	DONGGALA	16	158	9	307450	96972	5126.59	60	1122	96	282540	216906	277424	20199	433	9223	152	3	16	157897	149553	148605	145765	2632	10448	20340	28797	31498	31037	27489	23441	21736	22211	22622	20898	18193	13664	10048	6648	4250	4578	4934	295366	2	2	1	1	0	11144	35986	19691	18595	18011	31371	74626	40064	82635	49315	50023	1260	2577	6697	223	30	2547	1925	1046	5534	71	6	46	9	31	38	112	170	295915	86545	4467	985	28199	52831	4510	110	55724	355	541	73183	30 Juni 2022	93848	10859	36554	20917	20537
919	SULAWESI TENGAH	TOLI TOLI	10	103	6	232301	74620	3701.54	63	1122	135	220024	161640	216748	10346	827	3043	1329	4	4	118375	113926	111032	108670	2562	10037	18796	22536	22479	19795	21057	17946	16707	17319	17341	15684	13537	10156	7292	4957	3236	3463	4290	220111	2	2	2	1	0	9076	26906	13678	10302	11115	21830	49371	27531	66495	34270	40269	1188	1926	10752	481	18	1701	1024	1970	2239	97	3	67	2	29	28	165	616	224360	57771	6952	1024	16666	39881	5130	75	47885	337	762	55818	30 Juni 2022	62859	8174	24779	13175	12598
920	SULAWESI TENGAH	BUOL	11	108	7	153161	44294	3702.7	41	407	91	147497	103533	145579	3210	1785	2331	256	0	0	78412	74749	76542	69734	1461	5424	13437	15557	15732	14188	16006	12173	10560	11204	10492	9580	8158	5929	4042	2903	1561	1639	3188	144725	2	2	2	1	0	6490	18425	9702	7383	8148	16559	35384	27963	34008	20964	26246	1103	927	6403	156	7	2538	2442	853	6250	61	8	92	13	47	24	166	193	140474	40095	4161	879	7918	28407	3151	46	33669	186	480	34169	30 Juni 2022	44379	5861	17618	9876	7863
921	SULAWESI TENGAH	MOROWALI	9	126	7	170415	63964	4399.67	39	1339	152	160697	119928	157776	6473	1104	4919	98	3	42	92403	78012	86121	77451	2331	4512	15727	16114	14594	12026	19984	20180	15719	13686	10996	8800	7218	5368	3955	2644	1651	1753	3497	159617	2	2	2	2	1	6599	18362	8439	6340	6244	16309	36932	16629	31951	22615	49881	969	2068	9095	267	8	2652	1963	761	4317	127	7	68	4	30	21	141	128	160196	54465	3856	346	23413	16953	8397	35	30276	355	276	32043	30 Juni 2022	38958	6067	16691	7486	5530
922	SULAWESI TENGAH	BANGGAI KEPULAUAN	12	141	3	124332	41053	2384.99	52	530	69	120232	89553	76554	43257	4451	54	8	7	1	62977	61355	57726	59767	1735	5104	8187	11011	11840	11976	11698	9159	8525	9622	9448	8454	7248	5657	4203	3095	1862	2347	1872	119233	2	2	1	1	0	4317	13688	7298	7069	7250	12859	23081	13841	40470	17895	21271	637	1038	5900	197	2	933	798	306	2644	58	1	35	5	17	10	80	109	119336	27165	3691	121	10563	32943	3790	129	26498	135	363	18934	30 Juni 2022	35584	4233	13862	7704	7793
923	SULAWESI TENGAH	PARIGI MOUTONG	23	278	5	452507	136681	5805.61	78	1538	314	432553	330236	370938	36569	2238	42659	100	0	3	231823	220684	217916	215977	4235	14379	27283	38577	42744	48126	43709	34962	32875	33624	35000	31790	26875	19657	14658	9634	6414	6579	6387	435789	2	1	1	1	0	14893	48839	26971	28639	28432	48387	91742	66117	134562	64820	80411	2037	2208	10194	406	10	6508	5676	2208	13907	66	4	39	6	28	32	98	466	423469	98188	7774	1512	35808	86822	4747	185	107942	604	497	108428	30 Juni 2022	126953	13579	47709	28767	30793
924	SULAWESI TENGAH	TOJO UNA UNA	12	134	12	166790	53034	5572.86	30	626	142	165231	116933	153971	10597	241	721	54	0	1206	85166	81624	79592	77974	2343	6881	13050	15568	16233	15759	15713	12558	12267	12619	12281	10975	9135	7057	5255	3581	2241	2498	2848	158334	2	2	2	1	0	5975	19153	10071	9069	9268	17311	31510	21157	48736	23678	32006	1080	1928	6493	200	2	3372	2621	1123	6591	53	6	44	7	25	7	85	97	152759	39832	5567	373	15621	29201	6701	86	33936	414	543	34515	30 Juni 2022	49324	5964	19227	10542	10733
925	SULAWESI TENGAH	SIGI	15	176	0	259681	88925	5208.17	50	1094	93	239835	185237	176792	81514	818	450	104	0	3	132965	126716	116516	128901	3300	10964	19246	23491	23929	20321	22987	20561	20244	20424	20602	18415	15593	11641	8583	5937	3617	4090	4471	247517	2	2	2	1	0	9177	28554	14941	10445	12523	23672	54757	29361	68052	38066	54362	1547	2557	10159	762	58	5046	3965	1603	10868	140	9	66	9	86	42	160	216	237471	66761	7316	1000	27836	50569	66	604	41870	583	1384	61692	30 Juni 2022	71903	8795	27948	15943	15087
926	SULAWESI TENGAH	BANGGAI LAUT	7	63	3	74246	23151	688.24	108	406	40	72385	51089	64657	6956	2596	28	9	0	0	37391	36855	37233	33678	719	2616	5524	7584	7730	7284	6707	5955	5973	5893	5385	4575	3766	2733	2117	1452	779	789	1327	70851	2	2	2	1	0	3083	9117	4625	4165	4278	7329	32004	9211	11618	6874	9224	308	776	4085	146	0	875	759	242	2115	101	2	66	2	24	0	109	22	69929	18536	2423	140	7714	10273	5218	42	15728	89	140	13943	30 Juni 2022	22769	2849	9132	4723	4498
927	SULAWESI TENGAH	MOROWALI UTARA	10	122	3	139535	52047	8599.35	16	1262	55	128255	102060	74388	56308	2878	3939	14	0	2008	75438	64097	70102	63766	1294	4373	9464	11884	12281	11731	16764	13849	11284	10732	9751	8390	7026	5457	4041	2822	1784	2275	2196	133359	2	2	1	1	0	4704	14459	7566	6074	6351	13412	25391	15287	27818	20384	40418	748	1634	7608	236	11	4459	4066	1583	8486	149	13	136	11	49	15	138	186	120244	36672	4355	544	18031	28499	1560	273	28126	317	664	20494	30 Juni 2022	34799	4510	14173	7640	6260
928	SULAWESI TENGAH	KOTA PALU	8	0	46	374779	122093	356.35	1052	2833	254	353535	266263	330313	35241	3416	4110	1696	1	2	187820	186959	184698	167528	6102	16451	31319	33781	33339	29897	32940	33167	32222	29827	28208	24482	21580	16777	11714	7410	4271	3845	6969	354105	2	2	2	2	0	13613	40001	20332	16524	17183	33885	66980	47364	40210	47170	118026	2455	7622	38996	5398	558	31034	25031	8754	62298	735	44	538	59	322	89	1289	566	244020	77260	24569	4767	95882	5560	860	296	90714	2222	5104	67541	30 Juni 2022	99628	13121	39854	20586	19783
929	SULAWESI SELATAN	KEPULAUAN SELAYAR	11	81	7	140595	43591	1180.52	119	661	137	127672	103663	139677	755	36	94	29	1	3	69164	71431	68948	62550	1734	7363	8672	11046	12882	14995	12182	9714	9572	10721	9769	9102	8378	6488	5752	4095	2975	4252	2019	134966	2	1	1	1	0	4273	14327	8199	8946	8826	13752	38439	16215	38366	15745	21407	1025	1668	7425	296	9	1659	1780	604	3706	46	15	31	13	14	18	46	111	132552	36954	5054	945	17561	11783	8470	14	29416	232	1136	29030	30 Juni 2022	39231	4245	15008	8807	9160
930	SULAWESI SELATAN	BULUKUMBA	10	109	27	455184	151262	1170.71	389	1344	157	407309	335988	454462	310	221	11	172	0	8	222085	233099	200184	230859	4725	19416	26504	38301	42337	33408	39373	33880	32956	35696	36090	34245	31204	21857	17919	11622	8901	10891	6288	438575	2	1	1	1	0	14557	49247	25291	17232	18024	38330	114520	52115	123441	58623	77130	1465	4379	22270	1216	25	2716	1734	1407	3355	2258	51	20	10	30	44	109	491	442959	118283	10199	1142	57384	62193	5241	52	79749	473	2205	118263	30 Juni 2022	115455	14967	47898	24738	21190
931	SULAWESI SELATAN	BANTAENG	8	46	21	202482	67511	395.96	511	555	84	178254	148501	201623	521	220	0	100	1	17	99810	102672	89233	101958	2089	9202	14379	17242	17275	15221	18427	16358	15640	17327	16203	14080	12487	9113	6991	4484	3123	4132	3316	193152	2	2	2	1	0	6859	20914	10154	8375	10016	19149	72568	26240	43401	18524	28712	876	1673	9920	554	14	2931	2396	1326	4330	327	27	51	17	24	14	55	162	190822	53377	5459	894	23741	34074	1653	23	31893	261	970	50075	30 Juni 2022	52910	6774	20421	10637	11840
932	SULAWESI SELATAN	JENEPONTO	11	82	31	416345	129183	797.5	522	2030	116	344816	299698	394264	129	25	0	0	1	21926	205884	210461	191959	208393	2565	13428	30228	37228	38431	37144	36271	32678	31408	33078	31601	27269	23679	16995	14507	8758	6256	10814	7098	397205	2	2	2	1	0	14760	45894	22224	22478	22448	37807	161405	42113	97610	46437	52929	1444	2112	11508	759	28	6362	5997	2284	9012	2884	33	2484	28	828	36	3261	559	382577	146194	8240	813	32411	67312	4841	7	50320	250	1443	104504	30 Juni 2022	114032	14599	46465	23235	22690
933	SULAWESI SELATAN	TAKALAR	10	76	24	315636	99830	554.78	569	1082	183	292001	223348	315175	238	108	11	62	0	42	154143	161493	142897	159025	2088	11626	25949	29198	29018	23685	26694	24994	23393	23301	22223	21511	19566	15224	11676	7414	4558	7232	6026	298758	2	2	2	1	0	11683	35126	16907	12598	13715	26419	85977	34169	78307	41216	59869	1203	2814	11358	708	15	4482	4039	1650	7702	112	15	68	12	17	19	104	316	297100	93093	7403	1145	38932	31833	13641	8	56809	384	1624	70764	30 Juni 2022	79191	11398	34435	16306	11603
934	SULAWESI SELATAN	GOWA	18	121	46	774043	235838	1811.38	427	2757	332	632330	553859	762708	6418	4090	116	612	0	99	382673	391370	357213	385839	7455	23536	54246	71044	73550	59718	68616	63409	57552	57395	55985	53476	47567	35705	27608	18700	11985	17487	12918	739970	2	2	2	1	0	28079	87194	43696	31399	33703	71412	244312	105179	141804	93478	140825	3449	8276	33432	2995	293	12875	11474	6024	21768	274	19	125	24	109	59	211	634	720447	251652	19990	4703	115231	84650	868	170	111183	1215	3576	180805	30 Juni 2022	213928	27291	87045	43324	43281
935	SULAWESI SELATAN	SINJAI	9	67	13	267343	80952	864.72	309	878	175	256378	194964	267188	96	41	4	13	0	1	132497	134846	127992	122924	3485	12942	18875	22084	23907	24350	24502	20043	18480	19491	19578	18666	16825	11986	9824	6805	4837	7090	4216	254755	2	2	2	1	0	8533	27801	14719	13891	14435	25637	77470	33594	73901	29591	35254	1575	2564	12809	573	12	14818	9410	3939	20307	409	0	260	5	76	7	312	85	217715	81960	5766	1156	25580	38631	5764	40	42207	412	2065	63762	30 Juni 2022	71831	8840	27826	15613	15383
936	SULAWESI SELATAN	BONE	27	328	44	813771	250302	4571.03	178	3917	130	740757	601909	811352	1555	311	22	521	2	8	397973	415798	385958	373515	12894	41404	52714	65910	71836	74184	70599	61232	55044	56199	57217	56298	51420	38943	33511	24750	18703	25211	12047	779337	2	2	1	1	0	25206	83690	43041	43482	43913	77617	179646	92887	278847	92031	125525	2597	5722	34468	1947	101	8612	6773	3402	11921	125	8	60	11	45	50	101	355	782308	207710	16355	3358	97397	113505	11481	70	152772	930	4689	205502	30 Juni 2022	217938	26443	85118	44978	49290
937	SULAWESI SELATAN	MAROS	14	80	23	389580	117609	1435.04	271	1779	180	336045	275145	382797	5182	1309	175	97	0	20	194767	194813	189026	182327	4749	13478	30055	37399	36481	34648	33549	32242	30622	28880	26143	24883	22905	17062	12830	8659	5662	7560	6570	370224	2	2	2	1	0	14781	44617	21655	19865	20193	35591	109752	43427	91923	42280	78929	992	4322	16644	1230	81	6072	5216	2266	10119	219	22	121	6	46	13	207	538	364735	120643	14266	1762	60866	31725	3369	50	65252	613	1754	89280	30 Juni 2022	110327	14875	45100	21608	21607
938	SULAWESI SELATAN	PANGKAJENE KEPULAUAN	13	65	38	352949	107949	889.01	397	1511	250	346630	250082	351670	1063	141	27	43	0	5	173191	179758	172699	158932	4174	17144	28443	31952	32645	33463	32047	26474	25329	24365	23671	22871	21825	15814	12190	8123	6126	7611	6372	334032	2	2	2	2	0	12501	39025	19789	19632	19575	34146	74354	48456	110221	40758	58001	1184	3608	15449	879	39	7198	5226	1900	8578	109	7	68	25	31	48	63	336	329360	86196	8852	916	49577	20327	20984	67	78083	436	2085	85425	30 Juni 2022	101644	12696	40142	20847	21905
939	SULAWESI SELATAN	BARRU	7	40	15	190529	62273	1202.16	158	719	135	160397	139609	190106	343	55	24	1	0	0	93500	97029	88216	88858	2892	10563	12881	15649	17252	15961	16324	14032	12400	12836	13122	13035	12278	10048	8087	5706	4092	6826	2880	182094	2	2	2	1	0	6075	19865	10386	9007	9053	16822	44407	19853	52816	26959	32320	667	2158	10644	679	26	2714	2162	882	3420	55	0	16	5	27	14	130	179	180925	44231	5490	1255	29697	16106	2700	20	40841	166	1401	48621	30 Juni 2022	48970	6173	20012	10317	9529
940	SULAWESI SELATAN	SOPPENG	8	49	21	238612	80989	1370.41	174	499	198	228010	186218	237762	739	102	3	6	0	0	114912	123700	102256	111846	5785	18725	12543	16038	18158	19442	20660	17384	14485	15250	16335	17352	17909	13835	12178	9014	7214	10815	2898	230548	1	1	1	1	0	6052	20743	11158	11441	11295	20770	43270	32488	66310	35677	43049	1253	2921	12770	855	19	18712	15277	6128	25712	2201	54	1640	33	557	27	1863	187	166221	34235	5908	1798	31971	32768	457	51	61545	213	2844	66812	30 Juni 2022	54776	6334	21461	11297	12779
941	SULAWESI SELATAN	WAJO	14	142	48	400118	136858	2628.44	152	1704	153	371041	293559	397292	1042	154	1543	79	0	8	194531	205587	176764	189881	8106	25367	24297	33860	34440	31333	29751	28695	29403	31770	29245	27247	26546	22648	17873	12006	8484	12520	5668	384729	2	1	1	1	0	12997	41848	20178	18347	15827	29832	86660	47422	153736	43109	46240	839	3107	17559	1403	43	12235	11187	4288	20308	228	14	154	11	64	14	201	229	351185	89433	8573	1709	64417	52517	3339	48	68734	640	1840	108868	30 Juni 2022	91088	12850	39723	19247	13584
942	SULAWESI SELATAN	SIDENRENG RAPPANG	11	68	38	321419	101984	1790.31	180	1541	144	237575	233504	293218	668	169	27355	9	0	0	159215	162204	144875	154985	5743	15816	23060	27696	28986	27434	27244	23593	22122	23626	23553	21284	20158	15518	12385	8273	6698	9789	5064	306447	2	2	2	1	0	10875	34371	17021	16076	16173	28905	86692	35105	82114	44188	55511	771	2837	13388	799	14	5364	4490	1556	9003	57	20	31	15	17	45	93	313	300415	89705	6620	1813	50693	36871	332	45	49496	501	1387	83954	30 Juni 2022	85738	11224	34795	16627	17805
943	SULAWESI SELATAN	PINRANG	12	69	40	409089	132080	1884.36	217	1898	149	379268	293499	398160	5710	4164	793	178	2	82	201603	207486	193978	194515	6745	13851	28248	36644	39391	33859	35794	30174	28507	30018	29384	26832	26425	19697	15549	9787	7735	11045	6531	390833	2	2	2	1	0	13997	46045	23617	19347	18668	37284	116945	38033	117974	57285	59249	1315	3083	14291	876	38	4703	3395	1590	7625	93	7	30	1	18	21	64	447	391095	135380	7361	1942	58970	40578	5299	83	52200	454	2717	104105	30 Juni 2022	113725	14555	46466	23044	22846
